datum,ID,zamestnanec,pocet_transakci,transakce_za_hod,SOS_sec,AGC,smena_zacatek,smena_konec,trvani_hodin,log_transakce_za_hod,log_agc,anomalie,skore,duvod
2025-03-24,1028,#9,12.0,6.0,29.0,188.73,2025-03-24 22:00:00,2025-03-25 00:00:00,2.0,1.9459101490553128,5.245602008876042,False,0.19897291925027144,
2025-03-24,1023,#11,38.0,4.75,29.0,144.1,2025-03-24 14:00:00,2025-03-24 22:00:00,8.0,1.749199854809259,4.977423159890142,False,0.2056856112553314,
2025-03-24,1024,#21,37.0,4.625,25.0,110.13,2025-03-24 08:00:00,2025-03-24 16:00:00,8.0,1.727220948090484,4.710700687197555,False,0.14416685030865867,
2025-03-24,1025,#23,23.0,3.2857142857142856,31.0,114.24,2025-03-24 00:00:00,2025-03-24 07:00:00,7.0,1.455287232606842,4.747016910216328,False,0.13008490647019877,
2025-03-25,1035,#21,55.0,6.111111111111111,40.0,167.75,2025-03-25 08:00:00,2025-03-25 17:00:00,9.0,1.9616585060234524,5.128418329752639,False,0.1935656834377777,
2025-03-25,1038,#29,42.0,7.0,34.0,174.58,2025-03-25 16:00:00,2025-03-25 22:00:00,6.0,2.079441541679836,5.168094779498063,False,0.2001715940891977,
2025-03-26,1055,#9,11.0,2.75,21.0,99.63,2025-03-26 03:00:00,2025-03-26 07:00:00,4.0,1.3217558399823195,4.611450423945242,False,0.04661247408983937,
2025-03-26,1048,#14,39.0,6.5,39.0,147.39,2025-03-26 16:00:00,2025-03-26 22:00:00,6.0,2.0149030205422647,4.999843943018035,False,0.17897398674383935,
2025-03-26,1050,#21,53.0,6.625,38.0,168.71,2025-03-26 08:00:00,2025-03-26 16:00:00,8.0,2.031432322493475,5.134091098023174,False,0.1974839064441068,
2025-03-26,1052,#23,32.0,8.0,25.0,110.5,2025-03-26 00:00:00,2025-03-26 04:00:00,4.0,2.19722457733622,4.7140245909001735,False,0.10389023018917543,
2025-03-27,1062,#11,12.0,1.7142857142857142,28.0,176.58,2025-03-27 14:00:00,2025-03-27 21:00:00,7.0,0.9985288301111273,5.179421211604181,False,0.05688768509813491,
2025-03-27,1063,#17,21.0,5.25,34.0,190.26,2025-03-27 00:00:00,2025-03-27 04:00:00,4.0,1.8325814637483104,5.253633758921397,False,0.20345231057680907,
2025-03-27,1064,#21,55.0,6.875,35.0,160.57,2025-03-27 08:00:00,2025-03-27 16:00:00,8.0,2.063693184711697,5.084938485288739,False,0.20036400983706637,
2025-03-27,1067,#29,42.0,7.0,37.0,159.22,2025-03-27 16:00:00,2025-03-27 22:00:00,6.0,2.079441541679836,5.076547870786971,False,0.19044226924611335,
2025-03-28,1080,#6,10.0,1.4285714285714286,34.0,119.21,2025-03-28 16:00:00,2025-03-28 23:00:00,7.0,0.8873031950009028,4.7892402133161625,True,-0.003839182175852218,"log_transakce_za_hod, log_agc"
2025-03-28,1075,#15,67.0,8.375,29.0,152.42,2025-03-28 14:00:00,2025-03-28 22:00:00,8.0,2.2380465718564744,5.03317925853115,False,0.18624548739033858,
2025-03-28,1076,#17,12.0,3.0,30.0,147.24,2025-03-28 03:00:00,2025-03-28 07:00:00,4.0,1.3862943611198906,4.998832581977104,False,0.16096584878819342,
2025-03-28,1077,#21,27.0,5.4,47.0,196.35,2025-03-28 09:00:00,2025-03-28 14:00:00,5.0,1.8562979903656265,5.284978802108856,False,0.126872148605705,
2025-03-28,1078,#23,34.0,8.5,19.0,167.23,2025-03-28 00:00:00,2025-03-28 04:00:00,4.0,2.2512917986064958,5.125332090731069,False,0.0891950265286574,
2025-03-29,1091,#2,15.0,1.875,32.0,172.36,2025-03-29 15:00:00,2025-03-29 23:00:00,8.0,1.0560526742493137,5.155370357228104,False,0.08378608167544221,
2025-03-29,1092,#3,31.0,7.75,29.0,202.24,2025-03-29 00:00:00,2025-03-29 04:00:00,4.0,2.169053700369523,5.314387546725532,False,0.15243426985654546,
2025-03-29,1087,#14,57.0,8.142857142857142,34.0,157.42,2025-03-29 08:00:00,2025-03-29 15:00:00,7.0,2.2129729343043585,5.065249734036134,False,0.18469916785256796,
2025-03-29,1088,#15,82.0,11.714285714285714,29.0,161.2,2025-03-29 15:00:00,2025-03-29 22:00:00,7.0,2.542726220676826,5.088830141681313,False,0.09194480793864246,
2025-03-29,1089,#23,32.0,8.0,21.0,149.97,2025-03-29 03:00:00,2025-03-29 07:00:00,4.0,2.19722457733622,5.017081141579645,False,0.1341094776525138,
2025-03-30,1104,#3,27.0,6.75,31.0,189.58,2025-03-30 03:00:00,2025-03-30 07:00:00,4.0,2.0476928433652555,5.250072053920042,False,0.1936180978966378,
2025-03-30,1105,#4,39.0,5.571428571428571,48.0,219.22,2025-03-30 08:00:00,2025-03-30 15:00:00,7.0,1.8827312474337816,5.394627046685445,False,0.09756224544332481,
2025-03-30,1101,#18,55.0,7.857142857142857,26.0,165.77,2025-03-30 15:00:00,2025-03-30 22:00:00,7.0,2.181224235989778,5.116615617633488,False,0.1821859665871141,
2025-03-30,1102,#23,19.0,4.75,16.0,111.7,2025-03-30 00:00:00,2025-03-30 04:00:00,4.0,1.749199854809259,4.724729421045731,False,0.048635308550309064,
2025-03-30,1103,#25,11.0,3.6666666666666665,36.0,121.44,2025-03-30 00:00:00,2025-03-30 03:00:00,3.0,1.5404450409471488,4.807621114077212,False,0.11917961886321393,
2025-03-31,1115,#21,26.0,5.2,36.0,150.49,2025-03-31 09:00:00,2025-03-31 14:00:00,5.0,1.8245492920510455,5.020519616170232,False,0.20414600249068032,
2025-03-31,1117,#23,30.0,3.75,20.0,87.35,2025-03-31 00:00:00,2025-03-31 08:00:00,8.0,1.55814461804655,4.481306198765705,False,0.029849826946371283,
2025-03-31,1118,#28,39.0,4.875,24.0,170.98,2025-03-31 14:00:00,2025-03-31 22:00:00,8.0,1.770706060030223,5.14737819098275,False,0.18909426564233078,
2025-04-01,1130,#3,18.0,4.5,20.0,136.46,2025-04-01 00:00:00,2025-04-01 04:00:00,4.0,1.7047480922384253,4.923332965693459,False,0.14768741934208546,
2025-04-01,1125,#21,32.0,6.4,36.0,171.94,2025-04-01 09:00:00,2025-04-01 14:00:00,5.0,2.0014800002101243,5.152944713532285,False,0.2028739458199883,
2025-04-01,1128,#28,63.0,7.875,28.0,169.64,2025-04-01 14:00:00,2025-04-01 22:00:00,8.0,2.1832383353614797,5.139556074163095,False,0.1892916023954424,
2025-04-02,1141,#3,31.0,3.875,26.0,137.84,2025-04-02 00:00:00,2025-04-02 08:00:00,8.0,1.5841201044498106,4.933322190993586,False,0.19196980670776265,
2025-04-02,1137,#14,62.0,10.333333333333334,41.0,197.23,2025-04-02 16:00:00,2025-04-02 22:00:00,6.0,2.427748235948052,5.28942797270212,False,0.07410440822652609,
2025-04-02,1139,#21,84.0,10.5,39.0,194.17,2025-04-02 08:00:00,2025-04-02 16:00:00,8.0,2.4423470353692043,5.273870973643111,False,0.08185464556959543,
2025-04-03,1149,#1,69.0,9.857142857142858,32.0,162.8,2025-04-03 15:00:00,2025-04-03 22:00:00,7.0,2.3848231912310176,5.098646171418969,False,0.1393262859816029,
2025-04-03,1148,#16,11.0,1.5714285714285714,32.0,122.39,2025-04-03 07:00:00,2025-04-03 14:00:00,7.0,0.9444616088408514,4.815350070910442,False,0.02876035598273574,
2025-04-03,1150,#21,65.0,9.285714285714286,34.0,176.08,2025-04-03 08:00:00,2025-04-03 15:00:00,7.0,2.330755969960742,5.17660160786394,False,0.1503892872580892,
2025-04-03,1151,#23,14.0,3.5,25.0,146.79,2025-04-03 00:00:00,2025-04-03 04:00:00,4.0,1.5040773967762742,4.995792347226481,False,0.1790819196260915,
2025-04-04,1166,#7,34.0,8.5,23.0,138.58,2025-04-04 00:00:00,2025-04-04 04:00:00,4.0,2.2512917986064958,4.938637913589005,False,0.14723084996300728,
2025-04-04,1161,#21,32.0,8.0,33.0,161.28,2025-04-04 10:00:00,2025-04-04 14:00:00,4.0,2.19722457733622,5.089323238338246,False,0.18719499529158512,
2025-04-04,1163,#23,16.0,5.333333333333333,37.0,200.7,2025-04-04 03:00:00,2025-04-04 06:00:00,3.0,1.8458266904983307,5.306781444960167,False,0.1878572117670826,
2025-04-04,1164,#28,84.0,10.5,29.0,205.55,2025-04-04 14:00:00,2025-04-04 22:00:00,8.0,2.4423470353692043,5.330542513842774,False,0.08592589751239754,
2025-04-05,1177,#2,21.0,4.2,33.0,230.01,2025-04-05 09:00:00,2025-04-05 14:00:00,5.0,1.6486586255873816,5.442460999628096,False,0.13545399087737475,
2025-04-05,1178,#3,29.0,7.25,29.0,156.09,2025-04-05 00:00:00,2025-04-05 04:00:00,4.0,2.110213200346589,5.056818889511848,False,0.20180940891647875,
2025-04-05,1179,#7,23.0,4.6,26.0,149.35,2025-04-05 03:00:00,2025-04-05 08:00:00,5.0,1.7227665977411035,5.012965909434538,False,0.20416320380567582,
2025-04-05,1176,#29,70.0,8.75,25.0,154.88,2025-04-05 14:00:00,2025-04-05 22:00:00,8.0,2.277267285009756,5.049086480470509,False,0.16569368281937946,
2025-04-06,1191,#3,43.0,6.142857142857143,23.0,148.17,2025-04-06 00:00:00,2025-04-06 07:00:00,7.0,1.9661128563728327,5.005086595165839,False,0.18888182202232007,
2025-04-06,1193,#9,39.0,7.8,34.0,203.53,2025-04-06 10:00:00,2025-04-06 15:00:00,5.0,2.174751721484161,5.320714663990075,False,0.1551018473946738,
2025-04-06,1190,#28,44.0,6.285714285714286,29.0,179.44,2025-04-06 15:00:00,2025-04-06 22:00:00,7.0,1.9859154836690125,5.195398312540196,False,0.20184765519176184,
2025-04-07,1204,#3,14.0,4.666666666666667,26.0,149.03,2025-04-07 03:00:00,2025-04-07 06:00:00,3.0,1.7346010553881064,5.010835274098922,False,0.20472007821959964,
2025-04-07,1205,#9,12.0,1.5,33.0,167.07,2025-04-07 06:00:00,2025-04-07 14:00:00,8.0,0.9162907318741552,5.124380559288476,False,0.046045754890442825,
2025-04-07,1200,#21,28.0,4.666666666666667,32.0,183.51,2025-04-07 08:00:00,2025-04-07 14:00:00,6.0,1.7346010553881064,5.217703662553791,False,0.1969238171711975,
2025-04-07,1201,#23,18.0,4.5,24.0,140.87,2025-04-07 00:00:00,2025-04-07 04:00:00,4.0,1.7047480922384253,4.954911145323894,False,0.1926773909779974,
2025-04-07,1202,#28,54.0,6.75,24.0,155.88,2025-04-07 14:00:00,2025-04-07 22:00:00,8.0,2.0476928433652555,5.055481181888091,False,0.1907417770167103,
2025-04-08,1217,#3,20.0,5.0,22.0,122.12,2025-04-08 00:00:00,2025-04-08 04:00:00,4.0,1.791759469228055,4.813159489530624,False,0.15169134408738733,
2025-04-08,1213,#21,28.0,5.6,32.0,148.04,2025-04-08 09:00:00,2025-04-08 14:00:00,5.0,1.88706964903238,5.004214726293333,False,0.2120276122678016,
2025-04-08,1216,#28,59.0,7.375,25.0,152.86,2025-04-08 14:00:00,2025-04-08 22:00:00,8.0,2.12525107771113,5.036043098030789,False,0.19027738523683907,
2025-04-09,1228,#3,29.0,4.833333333333333,39.0,163.59,2025-04-09 00:00:00,2025-04-09 06:00:00,6.0,1.7635885922613586,5.103457533055977,False,0.1913746590494863,
2025-04-09,1226,#14,49.0,8.166666666666666,34.0,147.23,2025-04-09 16:00:00,2025-04-09 22:00:00,6.0,2.215573716004416,4.998765121525769,False,0.1767839110306872,
2025-04-09,1227,#21,47.0,5.875,36.0,164.64,2025-04-09 08:00:00,2025-04-09 16:00:00,8.0,1.927891643552635,5.109816758677367,False,0.20291981611554294,
2025-04-10,1236,#21,43.0,5.375,34.0,176.43,2025-04-10 08:00:00,2025-04-10 16:00:00,8.0,1.8523840910444895,5.178576164935488,False,0.21232554092058326,
2025-04-10,1237,#23,14.0,3.5,27.0,158.08,2025-04-10 00:00:00,2025-04-10 04:00:00,4.0,1.5040773967762742,5.06940722033949,False,0.18432993141000958,
2025-04-10,1238,#29,52.0,7.428571428571429,26.0,142.37,2025-04-10 15:00:00,2025-04-10 22:00:00,7.0,2.1316272948504063,4.965428701258176,False,0.1886046152236992,
2025-04-11,1252,#3,35.0,8.75,25.0,135.61,2025-04-11 00:00:00,2025-04-11 04:00:00,4.0,2.277267285009756,4.917130150899396,False,0.14855527941644558,
2025-04-11,1249,#21,30.0,5.0,27.0,188.15,2025-04-11 09:00:00,2025-04-11 15:00:00,6.0,1.791759469228055,5.242540351079038,False,0.19020843112850527,
2025-04-11,1251,#29,53.0,7.571428571428571,27.0,181.71,2025-04-11 15:00:00,2025-04-11 22:00:00,7.0,2.1484344131667874,5.207900196423574,False,0.17541251900915428,
2025-04-12,1266,#3,25.0,6.25,23.0,133.48,2025-04-12 03:00:00,2025-04-12 07:00:00,4.0,1.9810014688665836,4.90141548910036,False,0.17471152122065137,
2025-04-12,1267,#7,13.0,6.5,27.0,116.99,2025-04-12 22:00:00,2025-04-13 00:00:00,2.0,2.0149030205422647,4.770599875111828,False,0.15760798393350767,
2025-04-12,1262,#14,46.0,6.571428571428571,32.0,150.63,2025-04-12 08:00:00,2025-04-12 15:00:00,7.0,2.0243817644968085,5.021443342812848,False,0.20744288648479575,
2025-04-12,1263,#15,59.0,7.375,44.0,225.33,2025-04-12 14:00:00,2025-04-12 22:00:00,8.0,2.12525107771113,5.421994111241634,False,0.0984653935290214,
2025-04-12,1264,#17,41.0,10.25,27.0,173.35,2025-04-12 00:00:00,2025-04-12 04:00:00,4.0,2.4203681286504293,5.161064773121661,False,0.12606094121385802,
2025-04-13,1275,#11,62.0,6.888888888888889,36.0,172.76,2025-04-13 14:00:00,2025-04-13 23:00:00,9.0,2.065455299705096,5.15767503674557,False,0.19760770118827542,
2025-04-13,1276,#17,50.0,6.25,25.0,158.06,2025-04-13 00:00:00,2025-04-13 08:00:00,8.0,1.9810014688665836,5.069281489528989,False,0.1976452042463473,
2025-04-13,1278,#26,26.0,4.333333333333333,20.0,129.38,2025-04-13 08:00:00,2025-04-13 14:00:00,6.0,1.6739764335716716,4.870453263496393,False,0.13943184321620689,
2025-04-14,1286,#17,21.0,5.25,25.0,172.67,2025-04-14 03:00:00,2025-04-14 07:00:00,4.0,1.8325814637483104,5.157156946759023,False,0.19691667907132443,
2025-04-14,1287,#21,54.0,9.0,23.0,155.98,2025-04-14 08:00:00,2025-04-14 14:00:00,6.0,2.302585092994046,5.056118408698668,False,0.14054769728094646,
2025-04-14,1288,#23,26.0,6.5,35.0,153.22,2025-04-14 00:00:00,2025-04-14 04:00:00,4.0,2.0149030205422647,5.038380154404814,False,0.20211814917882548,
2025-04-14,1289,#28,75.0,9.375,28.0,155.16,2025-04-14 14:00:00,2025-04-14 22:00:00,8.0,2.339399066116762,5.050881122664783,False,0.1575025701302304,
2025-04-15,1299,#21,15.0,5.0,26.0,139.03,2025-04-15 10:00:00,2025-04-15 13:00:00,3.0,1.791759469228055,4.941856685367686,False,0.20758274138420985,
2025-04-15,1301,#28,78.0,8.666666666666666,24.0,175.49,2025-04-15 13:00:00,2025-04-15 22:00:00,9.0,2.268683541318364,5.1732642175444745,False,0.15449695042991918,
2025-04-15,1302,#29,20.0,10.0,26.0,144.21,2025-04-15 22:00:00,2025-04-16 00:00:00,2.0,2.3978952727983707,4.978180970542646,False,0.12496667010121615,
2025-04-16,1311,#21,32.0,5.333333333333333,28.0,142.02,2025-04-16 08:00:00,2025-04-16 14:00:00,6.0,1.8458266904983307,4.96298448062025,False,0.21111008696243228,
2025-04-16,1312,#28,93.0,9.3,32.0,170.57,2025-04-16 14:00:00,2025-04-17 00:00:00,10.0,2.33214389523559,5.144991346595335,False,0.15512716791031028,
2025-04-16,1313,#29,10.0,3.333333333333333,14.0,66.15,2025-04-16 03:00:00,2025-04-16 06:00:00,3.0,1.4663370687934272,4.206928922969246,True,-0.08438173087248335,log_agc
2025-04-17,1323,#6,24.0,6.0,27.0,147.69,2025-04-17 00:00:00,2025-04-17 04:00:00,4.0,1.9459101490553128,5.001863601709132,False,0.20853691336341817,
2025-04-17,1321,#21,37.0,5.285714285714286,37.0,197.67,2025-04-17 08:00:00,2025-04-17 15:00:00,7.0,1.838279484862948,5.291645156779972,False,0.18905201915575975,
2025-04-17,1322,#28,87.0,10.875,28.0,133.71,2025-04-17 14:00:00,2025-04-17 22:00:00,8.0,2.474435349920705,4.903124319710477,False,0.08757848737317853,
2025-04-18,1337,#6,28.0,9.333333333333334,20.0,109.4,2025-04-18 03:00:00,2025-04-18 06:00:00,3.0,2.3353749158170367,4.704110133842995,False,0.03394119607006163,
2025-04-18,1333,#17,27.0,6.75,30.0,129.92,2025-04-18 00:00:00,2025-04-18 04:00:00,4.0,2.0476928433652555,4.87458644963298,False,0.1845800816416811,
2025-04-18,1334,#18,11.0,2.2,45.0,205.85,2025-04-18 06:00:00,2025-04-18 11:00:00,5.0,1.1631508098056809,5.331993892907421,False,0.03133676598315571,
2025-04-18,1335,#21,26.0,5.2,34.0,202.9,2025-04-18 09:00:00,2025-04-18 14:00:00,5.0,1.8245492920510455,5.31762967758041,False,0.18942385962796826,
2025-04-18,1336,#28,49.0,5.444444444444445,25.0,147.18,2025-04-18 13:00:00,2025-04-18 22:00:00,9.0,1.8632184332102,4.998427750988511,False,0.20541838382783573,
2025-04-19,1351,#4,53.0,6.625,32.0,149.65,2025-04-19 08:00:00,2025-04-19 16:00:00,8.0,2.031432322493475,5.01495926557631,False,0.20648798532318863,
2025-04-19,1345,#17,31.0,7.75,50.0,232.13,2025-04-19 03:00:00,2025-04-19 07:00:00,4.0,2.169053700369523,5.451596237889261,False,0.029706874848821285,
2025-04-19,1347,#23,45.0,11.25,29.0,156.42,2025-04-19 00:00:00,2025-04-19 04:00:00,4.0,2.505525936990736,5.058917392714304,False,0.10308997406003056,
2025-04-19,1348,#25,26.0,3.25,39.0,200.37,2025-04-19 14:00:00,2025-04-19 22:00:00,8.0,1.4469189829363254,5.305144011890314,False,0.13068599129115044,
2025-04-19,1349,#29,59.0,9.833333333333334,32.0,203.98,2025-04-19 16:00:00,2025-04-19 22:00:00,6.0,2.3826278006675823,5.322912413403417,False,0.10437567440773615,
2025-04-20,1359,#1,74.0,12.333333333333334,39.0,172.06,2025-04-20 16:00:00,2025-04-20 22:00:00,6.0,2.5902671654458267,5.153638355178593,False,0.04956686432310076,
2025-04-20,1358,#17,30.0,3.75,30.0,145.78,2025-04-20 08:00:00,2025-04-20 16:00:00,8.0,1.55814461804655,4.9889348671169165,False,0.1949811102485502,
2025-04-20,1361,#23,48.0,6.857142857142857,25.0,126.53,2025-04-20 00:00:00,2025-04-20 07:00:00,7.0,2.0614230361771577,4.848351631038809,False,0.17395938806451577,
2025-04-20,1362,#25,10.0,2.0,38.0,166.87,2025-04-20 14:00:00,2025-04-20 19:00:00,5.0,1.0986122886681096,5.123189870334323,False,0.08780887902886014,
2025-04-21,1371,#21,16.0,2.2857142857142856,46.0,222.47,2025-04-21 08:00:00,2025-04-21 15:00:00,7.0,1.1895840668738362,5.409277176856294,False,0.01581765950808789,
2025-04-21,1372,#23,34.0,6.8,22.0,124.54,2025-04-21 03:00:00,2025-04-21 08:00:00,5.0,2.0541237336955462,4.832624432889386,False,0.1459792852005239,
2025-04-21,1373,#25,14.0,7.0,21.0,137.72,2025-04-21 22:00:00,2025-04-22 00:00:00,2.0,2.079441541679836,4.932457513032232,False,0.15460005062956772,
2025-04-21,1374,#28,80.0,10.0,24.0,133.08,2025-04-21 14:00:00,2025-04-21 22:00:00,8.0,2.3978952727983707,4.898436636733773,False,0.10219144222717413,
2025-04-22,1385,#2,13.0,13.0,25.0,104.63,2025-04-22 23:00:00,2025-04-23 00:00:00,1.0,2.639057329615259,4.659942421835071,True,-0.023580039486452042,"log_transakce_za_hod, log_agc"
2025-04-22,1382,#21,30.0,5.0,24.0,136.67,2025-04-22 08:00:00,2025-04-22 14:00:00,6.0,1.791759469228055,4.924859517074852,False,0.19838603487101475,
2025-04-22,1383,#23,10.0,3.333333333333333,22.0,94.64,2025-04-22 00:00:00,2025-04-22 03:00:00,3.0,1.4663370687934272,4.560591142590124,False,0.06053345518339304,
2025-04-22,1384,#28,81.0,9.0,27.0,175.91,2025-04-22 14:00:00,2025-04-22 23:00:00,9.0,2.302585092994046,5.175641128680523,False,0.15998980105712268,
2025-04-23,1400,#4,52.0,7.428571428571429,39.0,157.3,2025-04-23 15:00:00,2025-04-23 22:00:00,7.0,2.1316272948504063,5.064491966886966,False,0.17166728341764498,
2025-04-23,1395,#17,19.0,4.75,31.0,148.54,2025-04-23 00:00:00,2025-04-23 04:00:00,4.0,1.749199854809259,5.00756391557177,False,0.2121402497093987,
2025-04-23,1396,#21,39.0,5.571428571428571,35.0,149.14,2025-04-23 08:00:00,2025-04-23 15:00:00,7.0,1.8827312474337816,5.011568192144856,False,0.2068268271761991,
2025-04-24,1411,#7,44.0,7.333333333333333,22.0,133.34,2025-04-24 16:00:00,2025-04-24 22:00:00,6.0,2.120263536200091,4.900373899838718,False,0.14976800142792662,
2025-04-24,1407,#21,52.0,6.5,23.0,128.96,2025-04-24 08:00:00,2025-04-24 16:00:00,8.0,2.0149030205422647,4.8672267108009,False,0.16836573445482772,
2025-04-24,1408,#23,14.0,3.5,26.0,119.61,2025-04-24 00:00:00,2025-04-24 04:00:00,4.0,1.5040773967762742,4.792562199595151,False,0.15271706023087478,
2025-04-24,1409,#25,14.0,1.5555555555555556,19.0,110.35,2025-04-24 06:00:00,2025-04-24 15:00:00,9.0,0.9382696385929304,4.712678393703377,True,-0.01089896350784314,"log_transakce_za_hod, log_agc"
2025-04-25,1419,#15,40.0,5.714285714285714,28.0,117.14,2025-04-25 15:00:00,2025-04-25 22:00:00,7.0,1.9042374526547452,4.771870361879089,False,0.16693436786184945,
2025-04-25,1420,#21,32.0,5.333333333333333,29.0,164.86,2025-04-25 09:00:00,2025-04-25 15:00:00,6.0,1.8458266904983307,5.111144059023058,False,0.21033652705680012,
2025-04-25,1421,#23,51.0,7.285714285714286,26.0,148.58,2025-04-25 00:00:00,2025-04-25 07:00:00,7.0,2.114532861491106,5.007831366763521,False,0.1952213451374204,
2025-04-26,1434,#2,11.0,2.75,27.0,115.75,2025-04-26 10:00:00,2025-04-26 14:00:00,4.0,1.3217558399823195,4.760034896549007,False,0.11506564567221833,
2025-04-26,1435,#3,22.0,5.5,26.0,129.62,2025-04-26 03:00:00,2025-04-26 07:00:00,4.0,1.8718021769015916,4.872292344474511,False,0.1949631677355172,
2025-04-26,1436,#6,25.0,3.571428571428572,34.0,153.5,2025-04-26 08:00:00,2025-04-26 15:00:00,7.0,1.5198257537444133,5.0401940963378005,False,0.18389550836618823,
2025-04-26,1431,#15,31.0,3.875,28.0,128.02,2025-04-26 15:00:00,2025-04-26 23:00:00,8.0,1.5841201044498106,4.859967431104096,False,0.1812399706970697,
2025-04-26,1432,#23,24.0,6.0,23.0,186.0,2025-04-26 00:00:00,2025-04-26 04:00:00,4.0,1.9459101490553128,5.231108616854587,False,0.16722550917631646,
2025-04-26,1433,#25,42.0,4.2,25.0,129.43,2025-04-26 13:00:00,2025-04-26 23:00:00,10.0,1.6486586255873816,4.870836684382192,False,0.1889994061651008,
2025-04-27,1444,#1,30.0,3.75,34.0,203.44,2025-04-27 08:00:00,2025-04-27 16:00:00,8.0,1.55814461804655,5.320274533900079,False,0.16240131224701326,
2025-04-27,1447,#3,21.0,5.25,21.0,190.24,2025-04-27 00:00:00,2025-04-27 04:00:00,4.0,1.8325814637483104,5.253529183757903,False,0.13655048561010247,
2025-04-27,1448,#9,29.0,4.833333333333333,25.0,175.53,2025-04-27 16:00:00,2025-04-27 22:00:00,6.0,1.7635885922613586,5.173490833601192,False,0.1902116362381887,
2025-04-27,1445,#23,36.0,9.0,23.0,142.24,2025-04-27 03:00:00,2025-04-27 07:00:00,4.0,2.302585092994046,4.964521545130232,False,0.13245472293191485,
2025-04-28,1458,#2,11.0,1.375,19.0,92.26,2025-04-28 06:00:00,2025-04-28 14:00:00,8.0,0.8649974374866045,4.535391291380175,True,-0.06324661414354205,"log_transakce_za_hod, log_agc"
2025-04-28,1460,#4,46.0,6.571428571428571,34.0,175.33,2025-04-28 15:00:00,2025-04-28 22:00:00,7.0,2.0243817644968085,5.172357239419832,False,0.20555247265148385,
2025-04-28,1461,#9,19.0,4.75,34.0,153.44,2025-04-28 00:00:00,2025-04-28 04:00:00,4.0,1.749199854809259,5.039805671396036,False,0.20624318975109174,
2025-04-28,1456,#21,37.0,5.285714285714286,31.0,130.57,2025-04-28 08:00:00,2025-04-28 15:00:00,7.0,1.838279484862948,4.879539029377747,False,0.19749402040955022,
2025-04-29,1472,#3,13.0,4.333333333333333,27.0,127.47,2025-04-29 00:00:00,2025-04-29 03:00:00,3.0,1.6739764335716716,4.855695414043519,False,0.18799413205116916,
2025-04-29,1468,#21,57.0,7.125,33.0,178.22,2025-04-29 08:00:00,2025-04-29 16:00:00,8.0,2.094945728215801,5.188614101456073,False,0.19188387351334363,
2025-04-29,1470,#29,45.0,7.5,30.0,163.06,2025-04-29 16:00:00,2025-04-29 22:00:00,6.0,2.1400661634962708,5.100232214574604,False,0.19578939639119747,
2025-04-30,1485,#2,13.0,6.5,48.0,218.61,2025-04-30 22:00:00,2025-05-01 00:00:00,2.0,2.0149030205422647,5.391853245939202,False,0.09061209868046471,
2025-04-30,1481,#14,42.0,7.0,36.0,146.73,2025-04-30 16:00:00,2025-04-30 22:00:00,6.0,2.079441541679836,4.9953862833335165,False,0.1863441985796847,
2025-04-30,1482,#17,19.0,4.75,31.0,122.58,2025-04-30 00:00:00,2025-04-30 04:00:00,4.0,1.749199854809259,4.816888719632834,False,0.1750374599172197,
2025-04-30,1483,#21,49.0,6.125,36.0,190.71,2025-04-30 08:00:00,2025-04-30 16:00:00,8.0,1.9636097261547143,5.255983813531958,False,0.19134439882799215,
2025-05-01,1493,#17,31.0,6.2,27.0,149.32,2025-05-01 03:00:00,2025-05-01 08:00:00,5.0,1.9740810260220096,5.01276635510521,False,0.20686853824586848,
2025-05-01,1494,#21,40.0,5.714285714285714,32.0,151.48,2025-05-01 08:00:00,2025-05-01 15:00:00,7.0,1.9042374526547452,5.027033439905892,False,0.21116672913237333,
2025-05-01,1495,#23,17.0,8.5,27.0,178.31,2025-05-01 22:00:00,2025-05-02 00:00:00,2.0,2.2512917986064958,5.1891161515042725,False,0.16545871617604413,
2025-05-01,1496,#29,58.00000000000001,8.285714285714286,29.0,142.37,2025-05-01 15:00:00,2025-05-01 22:00:00,7.0,2.228477120840324,4.965428701258176,False,0.18015704649754122,
2025-05-02,1509,#7,11.0,5.5,18.0,114.46,2025-05-02 19:00:00,2025-05-02 21:00:00,2.0,1.8718021769015916,4.748924149632788,False,0.07903063129555932,
2025-05-02,1504,#17,44.0,8.8,32.0,134.12,2025-05-02 15:00:00,2025-05-02 20:00:00,5.0,2.2823823856765264,4.906163272499545,False,0.14589802791544043,
2025-05-02,1505,#21,41.0,5.857142857142857,46.0,175.69,2025-05-02 08:00:00,2025-05-02 15:00:00,7.0,1.9252908618525777,5.174396784628558,False,0.1408611299109086,
2025-05-02,1506,#23,15.0,5.0,19.0,141.61,2025-05-02 04:00:00,2025-05-02 07:00:00,3.0,1.791759469228055,4.960113631748675,False,0.13264914286320306,
2025-05-02,1508,#29,36.0,12.0,27.0,150.05,2025-05-02 21:00:00,2025-05-03 00:00:00,3.0,2.5649493574615367,5.017610907832681,False,0.07589089071207289,
2025-05-03,1522,#9,48.0,6.857142857142857,32.0,171.71,2025-05-03 09:00:00,2025-05-03 16:00:00,7.0,2.0614230361771577,5.151613887355828,False,0.20430001342151538,
2025-05-03,1518,#11,29.0,2.9,25.0,189.43,2025-05-03 14:00:00,2025-05-04 00:00:00,10.0,1.3609765531356006,5.249284672970726,False,0.11174086705654235,
